Data,Hora_Inicio,Hora_Fim,Duracao_Segundos,Latencia_Media_Pico,Latencia_Min_Pico,Latencia_Max_Pico,Pings_Afetados,Numero_Ping_Inicio,Metodo_Deteccao,Baseline_Media,Baseline_Min,Baseline_Max,Aumento_Percentual
2025-10-14,08:37:42,08:37:57,15.00,39.33,29.00,59.00,6,53,"desvio estatístico (média=29.7ms, limite=33.6ms)",29.98,29.00,40.00,31.2%
2025-10-14,08:49:54,08:50:07,12.99,50.25,30.00,70.00,4,785,"desvio estatístico (média=29.7ms, limite=32.7ms)",29.82,28.00,41.00,68.5%
