Timestamp,Server,Latency (ms),Status,Packet_Loss_%
2025-10-13 15:42:46.053,8.8.8.8,34.00,Success,0.00
2025-10-13 15:42:46.971,8.8.8.8,36.00,Success,0.00
2025-10-13 15:42:48.076,8.8.8.8,35.00,Success,0.00
2025-10-13 15:42:49.256,8.8.8.8,35.00,Success,0.00
2025-10-13 15:42:50.003,8.8.8.8,36.00,Success,0.00
2025-10-13 15:42:51.010,8.8.8.8,37.00,Success,0.00
2025-10-13 15:42:51.998,8.8.8.8,34.00,Success,0.00
2025-10-13 15:42:53.008,8.8.8.8,35.00,Success,0.00
2025-10-13 15:42:54.002,8.8.8.8,36.00,Success,0.00
2025-10-13 15:42:55.147,8.8.8.8,33.00,Success,0.00
2025-10-13 15:42:56.014,8.8.8.8,37.00,Success,0.00
2025-10-13 15:42:56.999,8.8.8.8,36.00,Success,0.00
2025-10-13 15:42:57.997,8.8.8.8,35.00,Success,0.00
2025-10-13 15:42:58.998,8.8.8.8,34.00,Success,0.00
2025-10-13 15:43:00.005,8.8.8.8,34.00,Success,0.00
2025-10-13 15:43:01.007,8.8.8.8,41.00,Success,0.00
2025-10-13 15:43:02.000,8.8.8.8,34.00,Success,0.00
2025-10-13 15:43:02.996,8.8.8.8,33.00,Success,0.00
2025-10-13 15:43:04.002,8.8.8.8,35.00,Success,0.00
2025-10-13 15:43:05.004,8.8.8.8,34.00,Success,0.00
2025-10-13 15:43:06.013,8.8.8.8,35.00,Success,0.00
2025-10-13 15:43:07.015,8.8.8.8,34.00,Success,0.00
2025-10-13 15:43:08.008,8.8.8.8,35.00,Success,0.00
2025-10-13 15:43:09.010,8.8.8.8,39.00,Success,0.00
2025-10-13 15:43:10.002,8.8.8.8,34.00,Success,0.00
2025-10-13 15:43:11.010,8.8.8.8,37.00,Success,0.00
2025-10-13 15:43:12.016,8.8.8.8,37.00,Success,0.00
2025-10-13 15:43:13.011,8.8.8.8,37.00,Success,0.00
2025-10-13 15:43:14.009,8.8.8.8,38.00,Success,0.00
2025-10-13 15:43:15.012,8.8.8.8,35.00,Success,0.00
2025-10-13 15:43:16.019,8.8.8.8,35.00,Success,0.00
2025-10-13 15:43:17.017,8.8.8.8,35.00,Success,0.00
2025-10-13 15:43:18.019,8.8.8.8,37.00,Success,0.00
2025-10-13 15:43:19.007,8.8.8.8,35.00,Success,0.00
2025-10-13 15:43:20.006,8.8.8.8,33.00,Success,0.00
2025-10-13 15:43:21.034,8.8.8.8,47.00,Success,0.00
2025-10-13 15:43:22.015,8.8.8.8,35.00,Success,0.00
