Timestamp,Server,Latency (ms),Status,Packet_Loss_%
2025-10-14 08:30:56.922,8.8.8.8,29.00,Success,2.82
2025-10-14 08:30:57.662,8.8.8.8,29.00,Success,2.78
2025-10-14 08:30:58.502,8.8.8.8,29.00,Success,2.74
2025-10-14 08:30:59.503,8.8.8.8,33.00,Success,2.70
2025-10-14 08:31:00.504,8.8.8.8,29.00,Success,2.67
2025-10-14 08:31:01.604,8.8.8.8,31.00,Success,2.63
2025-10-14 08:31:02.529,8.8.8.8,31.00,Success,2.60
2025-10-14 08:31:03.521,8.8.8.8,29.00,Success,2.56
2025-10-14 08:31:04.513,8.8.8.8,30.00,Success,2.53
2025-10-14 08:31:05.671,8.8.8.8,30.00,Success,2.50
2025-10-14 08:31:06.513,8.8.8.8,31.00,Success,2.47
2025-10-14 08:31:07.515,8.8.8.8,31.00,Success,2.44
2025-10-14 08:31:08.511,8.8.8.8,30.00,Success,2.41
2025-10-14 08:31:09.514,8.8.8.8,32.00,Success,2.38
2025-10-14 08:31:10.516,8.8.8.8,31.00,Success,2.35
2025-10-14 08:31:11.513,8.8.8.8,30.00,Success,2.33
2025-10-14 08:31:12.512,8.8.8.8,29.00,Success,2.30
2025-10-14 08:31:13.515,8.8.8.8,30.00,Success,2.27
2025-10-14 08:31:14.512,8.8.8.8,29.00,Success,2.25
2025-10-14 08:31:15.957,8.8.8.8,45.00,Success,2.22
2025-10-14 08:31:16.517,8.8.8.8,29.00,Success,2.20
2025-10-14 08:31:17.516,8.8.8.8,29.00,Success,2.17
2025-10-14 08:31:18.515,8.8.8.8,29.00,Success,2.15
2025-10-14 08:31:19.518,8.8.8.8,30.00,Success,2.13
2025-10-14 08:31:20.517,8.8.8.8,31.00,Success,2.11
2025-10-14 08:31:21.519,8.8.8.8,31.00,Success,2.08
2025-10-14 08:31:22.518,8.8.8.8,31.00,Success,2.06
2025-10-14 08:31:23.754,8.8.8.8,31.00,Success,2.04
2025-10-14 08:31:24.519,8.8.8.8,30.00,Success,2.02
2025-10-14 08:31:25.696,8.8.8.8,30.00,Success,2.00
2025-10-14 08:31:26.520,8.8.8.8,29.00,Success,1.98
2025-10-14 08:31:27.520,8.8.8.8,30.00,Success,1.96
2025-10-14 08:31:28.532,8.8.8.8,43.00,Success,1.94
2025-10-14 08:31:29.526,8.8.8.8,30.00,Success,1.92
2025-10-14 08:31:30.526,8.8.8.8,30.00,Success,1.90
2025-10-14 08:31:31.527,8.8.8.8,31.00,Success,1.89
2025-10-14 08:31:32.522,8.8.8.8,29.00,Success,1.87
2025-10-14 08:31:33.524,8.8.8.8,30.00,Success,1.85
2025-10-14 08:31:34.531,8.8.8.8,30.00,Success,1.83
2025-10-14 08:31:35.707,8.8.8.8,31.00,Success,1.82
2025-10-14 08:31:36.537,8.8.8.8,32.00,Success,1.80
2025-10-14 08:31:37.531,8.8.8.8,30.00,Success,1.79
2025-10-14 08:31:38.537,8.8.8.8,32.00,Success,1.77
2025-10-14 08:31:39.551,8.8.8.8,30.00,Success,1.75
2025-10-14 08:31:40.532,8.8.8.8,32.00,Success,1.74
2025-10-14 08:31:41.525,8.8.8.8,29.00,Success,1.72
2025-10-14 08:31:42.527,8.8.8.8,29.00,Success,1.71
2025-10-14 08:31:43.578,8.8.8.8,31.00,Success,1.69
2025-10-14 08:31:44.530,8.8.8.8,29.00,Success,1.68
2025-10-14 08:31:45.693,8.8.8.8,31.00,Success,1.67
2025-10-14 08:31:46.530,8.8.8.8,31.00,Success,1.65
2025-10-14 08:31:47.531,8.8.8.8,29.00,Success,1.64
2025-10-14 08:31:48.707,8.8.8.8,32.00,Success,1.63
2025-10-14 08:31:49.530,8.8.8.8,29.00,Success,1.61
2025-10-14 08:31:50.532,8.8.8.8,31.00,Success,1.60
2025-10-14 08:31:51.529,8.8.8.8,29.00,Success,1.59
2025-10-14 08:31:52.566,8.8.8.8,32.00,Success,1.57
2025-10-14 08:31:53.537,8.8.8.8,29.00,Success,1.56
2025-10-14 08:31:54.533,8.8.8.8,29.00,Success,1.55
2025-10-14 08:31:55.706,8.8.8.8,31.00,Success,1.54
2025-10-14 08:31:56.538,8.8.8.8,30.00,Success,1.53
2025-10-14 08:31:57.539,8.8.8.8,30.00,Success,1.52
2025-10-14 08:31:58.544,8.8.8.8,40.00,Success,1.50
2025-10-14 08:31:59.537,8.8.8.8,30.00,Success,1.49
2025-10-14 08:32:00.536,8.8.8.8,29.00,Success,1.48
2025-10-14 08:32:01.528,8.8.8.8,29.00,Success,1.47
2025-10-14 08:32:02.526,8.8.8.8,29.00,Success,1.46
2025-10-14 08:32:03.524,8.8.8.8,29.00,Success,1.45
2025-10-14 08:32:04.522,8.8.8.8,29.00,Success,1.44
2025-10-14 08:32:05.643,8.8.8.8,29.00,Success,1.43
2025-10-14 08:32:06.952,8.8.8.8,29.00,Success,1.42
2025-10-14 08:32:07.525,8.8.8.8,29.00,Success,1.41
2025-10-14 08:32:08.525,8.8.8.8,30.00,Success,1.40
2025-10-14 08:32:09.528,8.8.8.8,30.00,Success,1.39
2025-10-14 08:32:10.527,8.8.8.8,29.00,Success,1.38
2025-10-14 08:32:11.527,8.8.8.8,29.00,Success,1.37
